av1,avaz,BvAxiH,prIwO
av1,avaz,BvAxiH,BAge
av1,avaz,BvAxiH,yAFcAyAm
av1,avaz,BvAxiH,rakRaNe
av1,avaz,BvAxiH,vqxXO
av1,avaz,BvAxiH,SravaNe
av1,avaz,BvAxiH,svAmyarWe
av1,avaz,BvAxiH,hiMsAyAm
aS2,aSaz,kryAxiH,Bojane
aS1,aSUz,svAxiH,vyApwO
aS1,aSUz,svAxiH,safGAwe
as1,asaz,BvAxiH,AxAne
as1,asaz,BvAxiH,gawO
as1,asaz,BvAxiH,xIpwO
as2,asaz,axAxiH,Buvi
as3,asuz,xivAxiH,kRepaNe
asw1,aswaz,curAxiH,safGAwe
ah2,ahaz,svAxiH,vyApwO
ah1,ahiz,BvAxiH,gawO
ah3,ahiz,curAxiH,BARArWe
ah3,ahiz,curAxiH,BAsArWe
AfaH-kranx1,AfaH-kranxaz,curAxiH,sAwawye
AfaH-Sas1,AfaH-Sasiz,BvAxiH,icCAyAm
AfaH-SAs1,AfaH-SAsuz,axAxiH,icCAyAm
AfaH-Rax1,AfaH-Raxaz,curAxiH,paxyarWe
AC1,ACiz,BvAxiH,AyAme
Ap2,ApLz,curAxiH,lamBane
Ap1,ApLz,svAxiH,vyApwO
As1,Asaz,axAxiH,upaveSane
i3,i,BvAxiH,gawO
i4,ik,axAxiH,smaraNe
i2,if,axAxiH,aXyayane
i1,iN,axAxiH,gawO
iK1,iKaz,BvAxiH,gawO
iK2,iKiz,BvAxiH,gawO
ig1,igiz,BvAxiH,gawO
it1,itaz,BvAxiH,gawO
ix1,ixiz,BvAxiH,paramESvarye
inX1,FiinXIz,ruXAxiH,xIpwO
il1,ilaz,wuxAxiH,kRepaNe
il2,ilaz,curAxiH,preraNe
il1,ilaz,wuxAxiH,svapne
iv1,iviz,BvAxiH,prINane
iv1,iviz,BvAxiH,vyApwO
iR4,iRaz,kryAxiH,ABIkRNye
iR3,iRaz,wuxAxiH,icCAyAm
iR1,iRaz,xivAxiH,gawO
iR2,iRuz,wuxAxiH,icCAyAm
I1,If,xivAxiH,gawO
IkR1,IkRaz,BvAxiH,xarSane
IK1,IKiz,BvAxiH,gawO
Ij1,Ijaz,BvAxiH,kuwsAyAm
Ij1,Ijaz,BvAxiH,gawO
Id1,Idaz,axAxiH,swuwO
Id2,Idaz,curAxiH,swuwO
Ir1,Iraz,axAxiH,kampane
Ir2,Iraz,curAxiH,kRepe
Ir1,Iraz,axAxiH,gawO
IrkRy1,IrkRyaz,BvAxiH,IrRyAyAm
IrRy1,IrRyaz,BvAxiH,IrRyAyAm
IS1,ISaz,axAxiH,ESvarye
IR2,IRaz,BvAxiH,uFCe
IR1,IRaz,BvAxiH,gawO
IR1,IRaz,BvAxiH,xarSane
IR1,IRaz,BvAxiH,xAne
IR1,IRaz,BvAxiH,hiMsAyAm
Ih1,Ihaz,BvAxiH,ceRtAyAm
u1,uf,BvAxiH,Sabxe
ukR1,ukRaz,BvAxiH,secane
uK2,uKaz,BvAxiH,gawO
uK1,uKiz,BvAxiH,gawO
uc1,ucaz,xivAxiH,samavAye
uC4,uCiz,wuxAxiH,uFCe
uC2,uCiz,BvAxiH,uFCe
uC3,uCIz,wuxAxiH,vivAse
uC1,uCIz,BvAxiH,vivAse
uT1,uTaz,BvAxiH,upaGAwe
uxJ1,uxJaz,wuxAxiH,uwsarge
unx1,unxIz,ruXAxiH,klexane
unB1,unBaz,wuxAxiH,pUraNe
ubj1,ubjaz,wuxAxiH,Arjave
uB1,uBaz,wuxAxiH,pUraNe
urx1,urxaz,BvAxiH,krIdAyAm
urx1,urxaz,BvAxiH,mAne
urv1,urvIz,BvAxiH,hiMsAyAm
uR1,uRaz,BvAxiH,xAhe
uh1,uhizr,BvAxiH,arxane
Una1,Una,curAxiH,parihANe
Uy1,UyIz,BvAxiH,wanwusanwAne
Urj1,Urjaz,curAxiH,prANane
Urj1,Urjaz,curAxiH,bale
UrNu1,UrNuF,axAxiH,AcCAxane
UR1,URaz,BvAxiH,rujAyAm
Uh1,Uhaz,BvAxiH,viwarke
q2,q,juhowyAxiH,gawO
q1,q,BvAxiH,gawO
q1,q,BvAxiH,prApaNe
qc1,qcaz,wuxAxiH,swuwO
qC1,qCaz,wuxAxiH,inxriyapralaye
qC1,qCaz,wuxAxiH,gawO
qC1,qCaz,wuxAxiH,mUrwiBAve
qj1,qjaz,BvAxiH,upArjane
qj1,qjaz,BvAxiH,gawO
qj1,qjaz,BvAxiH,sWAnArjane
qj2,qjiz,BvAxiH,Barjane
qN1,qNuz,wanAxiH,gawO
qN1,qNuz,wanAxiH,xIpwO
qX1,qXuz,xivAxiH,vqxXO
qX2,qXuz,svAxiH,vqxXO
qnP1,qnPaz,wuxAxiH,hiMsAyAm
qP1,qPaz,wuxAxiH,hiMsAyAm
qR1,qRIz,wuxAxiH,gawO
qh1,qhaz,wuxAxiH,kawWane
qh1,qhaz,wuxAxiH,xAne
qh1,qhaz,wuxAxiH,yuxXe
qh1,qhaz,wuxAxiH,hiMsAyAm
ej1,ejqz,BvAxiH,kampane
ej2,ejqz,BvAxiH,xIpwO
eT1,eTaz,BvAxiH,vibAXAyAm
eX1,eXaz,BvAxiH,vqxXO
ev1,evqz,BvAxiH,sevane
eR1,eRqz,BvAxiH,gawO
eR1,eRqz,BvAxiH,prayawne
oK1,oKqz,BvAxiH,alamarWe
oK1,oKqz,BvAxiH,SoRaNe
oN1,oNqz,BvAxiH,apanayane
kak1,kakaz,BvAxiH,lOlye
kak2,kakiz,BvAxiH,gawO
kakK1,kakKaz,BvAxiH,hasane
kaK1,kaKaz,BvAxiH,hasane
kaK2,kaKez,BvAxiH,hasane
kag1,kagez,BvAxiH,anekArWawve
kac1,kacaz,BvAxiH,banXane
kac2,kaciz,BvAxiH,xIpwO
kac2,kaciz,BvAxiH,banXane
kaj1,kajaz,BvAxiH,maxe
kat3,kataz,BvAxiH,gawO
kat2,katIz,BvAxiH,gawO
kat1,katez,BvAxiH,AvaraNe
kat1,katez,BvAxiH,varRAyAm
kaT1,kaTaz,BvAxiH,kqcCrajIvane
kaT1,kaTaz,BvAxiH,nivAse
kaT1,kaTaz,BvAxiH,maxe
kaT3,kaTiz,curAxiH,Soke
kaT2,kaTiz,BvAxiH,Soke
kad3,kadaz,wuxAxiH,Gasane
kad3,kadaz,wuxAxiH,maxe
kad1,kadaz,BvAxiH,maxe
kad4,kadiz,curAxiH,Bexane
kad2,kadiz,BvAxiH,maxe
kaN1,kaNaz,BvAxiH,gawO
kaN2,kaNaz,curAxiH,nimIlane
kaN1,kaNaz,BvAxiH,Sabxe
kaNd1,kaNdaz,BvAxiH,maxe
kawW1,kawWaz,BvAxiH,SlAGAyAm
kawra1,kawra,curAxiH,SEWilye
kaWa1,kaWa,curAxiH,vAkyaprabanXe
kaW1,kaWaz,BvAxiH,hiMsAyAm
kax1,kaxiz,BvAxiH,AhvAne
kax1,kaxiz,BvAxiH,roxane
kax2,kaxiz,BvAxiH,vEklavye
kaxd1,kaxdaz,BvAxiH,kArkaSye
kan1,kanIz,BvAxiH,kAnwO
kan1,kanIz,BvAxiH,gawO
kan1,kanIz,BvAxiH,xIpwO
kap1,kapiz,BvAxiH,calane
kab1,kabqz,BvAxiH,varNe
kam1,kamuz,BvAxiH,kAnwO
karj1,karjaz,BvAxiH,vyaWane
karNa1,karNa,curAxiH,Bexane
karwq1,karwq,curAxiH,SEWilye
karx1,karxaz,BvAxiH,kuwsiwe_Sabxe
karb1,karbaz,BvAxiH,gawO
karv1,karvaz,BvAxiH,xarpe
kala1,kala,curAxiH,gawO
kala1,kala,curAxiH,safKyAne
kal2,kalaz,curAxiH,kRepe
kal1,kalaz,BvAxiH,Sabxe
kal1,kalaz,BvAxiH,safKyAne
kall1,kallaz,BvAxiH,avyakwe_Sabxe
kav1,kavaz,BvAxiH,Sabxe
kaS1,kaSiz,curAxiH,BARArWe
kaR1,kaRaz,BvAxiH,hiMsAyAm
kas1,kasaz,BvAxiH,gawO
kas1,kasaz,BvAxiH,SAsane
kas2,kasiz,axAxiH,gawO
kas2,kasiz,axAxiH,SAsane
kAkR1,kAkRiz,BvAxiH,kAfkRAyAm
kAc1,kAciz,BvAxiH,xIpwO
kAc1,kAciz,BvAxiH,banXane
kAd1,kAdqz,BvAxiH,anAxare
kAS2,kASqz,xivAxiH,xIpwO
kAS1,kASqz,BvAxiH,xIpwO
kAs1,kAsqz,BvAxiH,SabxakuwsAyAm
ki1,ki,juhowyAxiH,jFAne
kit1,kitaz,BvAxiH,uwwrAse
kit1,kitaz,BvAxiH,gawO
kiw1,kiwaz,BvAxiH,nivAse
kiw1,kiwaz,BvAxiH,rogApanayane
kil1,kilaz,wuxAxiH,krIdAyAm
kil2,kilaz,curAxiH,kRepe
kil1,kilaz,wuxAxiH,SvEwye
kiRk1,kiRkaz,curAxiH,hiMsAyAm
kIt1,kItaz,curAxiH,varaNe
kIrwa1,kIrwa,curAxiH,-
kIl1,kIlaz,BvAxiH,banXane
ku2,ku,axAxiH,Sabxe
ku3,kuf,wuxAxiH,Sabxe
ku1,kuf,BvAxiH,Sabxe
kuk1,kukaz,BvAxiH,AxAne
kuc1,kucaz,BvAxiH,kOtilye
kuc2,kucaz,BvAxiH,wAre
kuc1,kucaz,BvAxiH,prawiRtamBe
kuc1,kucaz,BvAxiH,vileKane
kuc1,kucaz,BvAxiH,Sabxe
kuc2,kucaz,wuxAxiH,safkocane
kuc1,kucaz,BvAxiH,samparcane
kuj1,kujuz,BvAxiH,sweyakaraNe
kut1,kutaz,wuxAxiH,kOtilye
kut2,kutaz,curAxiH,prawApane
kuT1,kuTiz,BvAxiH,gawiprawiGAwe
kuT1,kuTiz,BvAxiH,vEkalye
kud3,kudaz,wuxAxiH,bAlye
kud2,kudiz,BvAxiH,xAhe
kud4,kudiz,curAxiH,rakRaNe
kud1,kudiz,BvAxiH,vEkalye
kuNa1,kuNa,curAxiH,AmanwraNe
kuN1,kuNaz,wuxAxiH,upakaraNe
kuN1,kuNaz,wuxAxiH,Sabxe
kuwt1,kuwtaz,curAxiH,kuwsAyAm
kuwt1,kuwtaz,curAxiH,Cexane
kuwt1,kuwtaz,curAxiH,prawApane
kuwt1,kuwtaz,curAxiH,Barwsane
kuws1,kuwsaz,curAxiH,avakRepaNe
kuW2,kuWaz,xivAxiH,pUwIBAve
kuW1,kuWiz,BvAxiH,safkleSane
kuW1,kuWiz,BvAxiH,hiMsAyAm
kuxr1,kuxriz,curAxiH,anqwaBARaNe
kunc1,kuncaz,BvAxiH,alpIBAve
kunc1,kuncaz,BvAxiH,kOtilye
kunc1,kuncaz,BvAxiH,gawikOtilye
kunW1,kunWaz,kryAxiH,saMSleRaNe
kup1,kupaz,xivAxiH,kroXe
kup2,kupaz,curAxiH,BARArWe
kup2,kupaz,curAxiH,BAsArWe
kup3,kupiz,curAxiH,CAxane
kub1,kubiz,BvAxiH,arxane
kub2,kubiz,curAxiH,AcCAxane
kub1,kubiz,BvAxiH,AcCAxane
kumAra1,kumAra,curAxiH,krIdAyAm
kur1,kuraz,wuxAxiH,Sabxe
kurx1,kurxaz,BvAxiH,krIdAyAm
kul1,kulaz,BvAxiH,banXane
kul1,kulaz,BvAxiH,saMnwAne
kul1,kulaz,BvAxiH,saMswyAne
kuS1,kuSiz,curAxiH,BARArWe
kuS1,kuSiz,curAxiH,BAsArWe
kuR1,kuRaz,kryAxiH,niRkarRe
kus1,kusaz,xivAxiH,SleRaNe
kus2,kusiz,curAxiH,BARArWe
kus2,kusiz,curAxiH,BAsArWe
kusm1,kusmaz,curAxiH,kusmayane
kuha1,kuha,curAxiH,vismApane
kUj1,kUjaz,BvAxiH,avyakwe_Sabxe
kUta1,kUta,curAxiH,pariwApe
kUt1,kUtaz,curAxiH,apraxAne
kUt1,kUtaz,curAxiH,apramAxe
kUN1,kUNaz,curAxiH,safkocane
kUl1,kUlaz,BvAxiH,AvaraNe
kq1,kqF,BvAxiH,karaNe
kq3,dukqF,wanAxiH,karaNe
kqd1,kqdaz,wuxAxiH,Ganawve
kqw1,kqwIz,wuxAxiH,Cexane
kqw2,kqwIz,ruXAxiH,veRtane
kqpa1,kqpa,curAxiH,xOrbalye
kqp1,kqpUz,BvAxiH,sAmarWye
kqv1,kqviz,BvAxiH,karaNe
kqv1,kqviz,BvAxiH,hiMsAyAm
kqS1,kqSaz,xivAxiH,wanUkaraNe
kqR2,kqRaz,wuxAxiH,vileKane
kqR1,kqRaz,BvAxiH,vileKane
kQ1,kQ,wuxAxiH,vikRepe
kQ3,kQ,kryAxiH,hiMsAyAm
kQ2,kQF,kryAxiH,hiMsAyAm
kQw1,kQwaz,curAxiH,saMSabxane
kewa1,kewa,curAxiH,AmanwraNe
kewa1,kewa,curAxiH,viSrAvaNe
kep1,kepqz,BvAxiH,kampane
kel1,kelqz,BvAxiH,calane
kev1,kevqz,BvAxiH,sevane
kE1,kE,BvAxiH,Sabxe
knas1,knasuz,xivAxiH,kRaraNe
knas1,knasuz,xivAxiH,xIpwO
knas1,knasuz,xivAxiH,hvaraNe
knU1,knUF,kryAxiH,Sabxe
knUy1,knUyIz,BvAxiH,unxe
knUy1,knUyIz,BvAxiH,Sabxe
kmar1,kmaraz,BvAxiH,hUrcCane
kraW2,kraWaz,curAxiH,hiMsAyAm
kraW1,kraWaz,BvAxiH,hiMsAyAm
krax1,kraxaz,BvAxiH,vEklavye
krax2,kraxiz,BvAxiH,AhvAne
krax2,kraxiz,BvAxiH,roxane
krax3,kraxiz,BvAxiH,vEklavye
krap1,krapaz,BvAxiH,kqpAyAm
krap1,krapaz,BvAxiH,gawO
kram1,kramuz,BvAxiH,pAxavikRepe
krI1,dukrIF,kryAxiH,xravyavinimaye
krId1,krIdqz,BvAxiH,vihAre
krud1,krudaz,wuxAxiH,nimajjane
kruX1,kruXaz,xivAxiH,kope
krunc1,kruncaz,BvAxiH,alpIBAve
krunc1,kruncaz,BvAxiH,kOtilye
krunc1,kruncaz,BvAxiH,gawO
kruS1,kruSaz,BvAxiH,AhvAne
kruS1,kruSaz,BvAxiH,roxane
klaW1,klaWaz,BvAxiH,hiMsAyAm
klax1,klaxaz,BvAxiH,vEklavye
klax2,klaxiz,BvAxiH,AhvAne
klax2,klaxiz,BvAxiH,roxane
klax2,klaxiz,BvAxiH,vEklavye
klam1,klamuz,xivAxiH,glAnO
klix1,klixiz,BvAxiH,parixevane
klix2,klixUz,xivAxiH,ArxrIBAve
kliS1,kliSaz,xivAxiH,upawApe
kliS2,kliSUz,kryAxiH,vibAXAyAm
klIb1,klIbqz,BvAxiH,aXArRtye
kleS1,kleSaz,BvAxiH,avyakwAyAM_vAci
kleS1,kleSaz,BvAxiH,vyakwAyAM_vAci
kvaN1,kvaNaz,BvAxiH,Sabxe
kvaW1,kvaWez,BvAxiH,gawO
kvaW1,kvaWez,BvAxiH,niRpAke
kRaj2,kRajiz,curAxiH,kqcCrajIvane
kRaj1,kRajiz,BvAxiH,gawO
kRaj1,kRajiz,BvAxiH,xAne
kRaN1,kRaNuz,wanAxiH,hiMsAyAm
kRapa1,kRapa,curAxiH,preraNe
kRap1,kRapiz,curAxiH,kRAnwyAm
kRam2,kRamUz,xivAxiH,sahane
kRam1,kRamUzR,BvAxiH,sahane
kRar1,kRaraz,BvAxiH,saFcalane
kRal2,kRalaz,curAxiH,SOcakarmaNi
kRal1,kRalaz,BvAxiH,saFcaye
kRal1,kRalaz,BvAxiH,saFcalane
kRi1,kRi,BvAxiH,kRaye
kRi3,kRi,wuxAxiH,gawO
kRi3,kRi,wuxAxiH,nivAse
kRi2,kRi,svAxiH,hiMsAyAm
kRi4,kRiR,kryAxiH,hiMsAyAm
kRiN1,kRiNuz,wanAxiH,hiMsAyAm
kRip2,kRipaz,wuxAxiH,preraNe
kRip1,kRipaz,xivAxiH,preraNe
kRiv1,kRivuz,BvAxiH,nirasane
kRI1,kRIR,kryAxiH,hiMsAyAm
kRIj1,kRIjaz,BvAxiH,avyakwe_Sabxe
kRIb1,kRIbqz,BvAxiH,maxe
kRIv2,kRIvaz,BvAxiH,nirasane
kRIv1,kRIvuz,BvAxiH,nirasane
kRu1,tukRu,axAxiH,Sabxe
kRux1,kRuxizr,ruXAxiH,sampeRaNe
kRuX1,kRuXaz,xivAxiH,buBukRAyAm
kRuB3,kRuBaz,kryAxiH,saFcalane
kRuB2,kRuBaz,xivAxiH,saFcalane
kRuB1,kRuBaz,BvAxiH,saFcalane
kRur1,kRuraz,wuxAxiH,vileKane
kRE1,kRE,BvAxiH,kRaye
kRota1,kRota,curAxiH,kRepe
kRNu1,kRNu,axAxiH,wejane
kRmAy1,kRmAyIz,BvAxiH,viXUnane
kRmIl1,kRmIlaz,BvAxiH,nimeRaNe
kRvix1,FikRvixAz,BvAxiH,avyakwe_Sabxe
kRvix2,FikRvixAz,xivAxiH,mocane
kRvix2,FikRvixAz,xivAxiH,mohane
kRvix1,FikRvixAz,BvAxiH,mohane
kRvix2,FikRvixAz,xivAxiH,snehane
kRvix1,FikRvixAz,BvAxiH,snehane
kRvel1,kRvelqz,BvAxiH,calane
kLp1,kLpaz,curAxiH,avakalkane
Kac1,Kacaz,kryAxiH,BUwaprAxurBAve
Kaj1,Kajaz,BvAxiH,pAlane
Kaj1,Kajaz,BvAxiH,manWe
Kaj2,Kajiz,BvAxiH,gawivEkalye
Kat1,Kataz,BvAxiH,kAfkRAyAm
Kad2,Kadaz,curAxiH,Bexane
Kad3,Kadiz,curAxiH,Bexane
Kad1,Kadiz,BvAxiH,manWe
Kawt1,Kawtaz,curAxiH,saMvaraNe
Kax1,Kaxaz,BvAxiH,sWErye
Kax1,Kaxaz,BvAxiH,hiMsAyAm
Kan1,Kanuz,BvAxiH,avaxAraNe
KarKa1,KarKa,BvAxiH,hasane
Karj1,Karjaz,BvAxiH,pUjane
Karj1,Karjaz,BvAxiH,mArjane
Karj1,Karjaz,BvAxiH,vyaWane
Karx1,Karxaz,BvAxiH,xanxaSUke
Karb1,Karbaz,BvAxiH,gawO
Karv1,Karvaz,BvAxiH,xarpe
Kal1,Kalaz,BvAxiH,calane
Kal1,Kalaz,BvAxiH,saFcaye
Kal1,Kalaz,BvAxiH,saFcalane
Kav1,Kavaz,kryAxiH,BUwaprAxurBAve
KaR1,KaRaz,BvAxiH,hiMsAyAm
KAx1,KAxqz,BvAxiH,BakRaNe
Kit1,Kitaz,BvAxiH,uwwrAse
Kix1,Kixaz,xivAxiH,xEnye
Kix3,Kixaz,ruXAxiH,xEnye
Kix2,Kixaz,wuxAxiH,pariGAwe
Kix2,Kixaz,wuxAxiH,pariwApe
Kuj1,Kujuz,BvAxiH,sweyakaraNe
Kud2,Kudiz,curAxiH,KaNdane
Kud1,Kudiz,BvAxiH,gawivEkalye
Kur1,Kuraz,wuxAxiH,KaNdane
Kur1,Kuraz,wuxAxiH,Cexane
Kur1,Kuraz,wuxAxiH,vileKane
Kurx1,Kurxaz,BvAxiH,krIdAyAm
Keta1,Keta,curAxiH,BakRaNe
Kel1,Kelqz,BvAxiH,calane
Kev1,Kevqz,BvAxiH,sevane
KE1,KE,BvAxiH,Kaxane
Kota1,Kota,curAxiH,BakRaNe
Koda1,Koda,curAxiH,kRepe
Kor1,Korqz,BvAxiH,gawiprawiGAwe
Kol1,Kolqz,BvAxiH,gawiprawiGAwe
KyA1,KyA,axAxiH,prakaWane
gaj1,gajaz,BvAxiH,maxe
gaj3,gajaz,curAxiH,Sabxe
gaj1,gajaz,BvAxiH,Sabxe
gaj2,gajiz,BvAxiH,Sabxe
gad1,gadaz,BvAxiH,secane
gad2,gadiz,BvAxiH,vaxanEkaxeSe
gaNa1,gaNa,curAxiH,safKyAne
gaxI1,gaxI,curAxiH,xevaSabxe
gax1,gaxaz,BvAxiH,vyakwAyAM_vAci
ganX1,ganXaz,curAxiH,arxane
gam1,gamLz,BvAxiH,gawO
garj1,garjaz,BvAxiH,Sabxe
garx2,garxaz,curAxiH,Sabxe
garx1,garxaz,BvAxiH,Sabxe
garX1,garXaz,curAxiH,aBikAfkRAyAm
garb1,garbaz,BvAxiH,gawO
garva1,garva,curAxiH,mAne
garv1,garvaz,BvAxiH,xarpe
garh1,garhaz,BvAxiH,kuwsAyAm
garh2,garhaz,curAxiH,vininxane
gal1,galaz,BvAxiH,axane
gal1,galaz,BvAxiH,garaNe
gal2,galaz,curAxiH,SravaNe
gal2,galaz,curAxiH,srAvaNe
galB1,galBaz,BvAxiH,XArRtye
galh1,galhaz,BvAxiH,kuwsAyAm
gaveRa1,gaveRa,curAxiH,mArgaNe
gA2,gA,juhowyAxiH,janane
gA2,gA,juhowyAxiH,swuwO
gA1,gAf,BvAxiH,gawO
gAX1,gAXqz,BvAxiH,granWe
gAX1,gAXqz,BvAxiH,prawiRTAyAm
gAX1,gAXqz,BvAxiH,lipsAyAm
gAh1,gAhUz,BvAxiH,vilodane
gu2,gu,wuxAxiH,purIRowsarge
gu1,guf,BvAxiH,avyakwe_Sabxe
guj2,gujaz,wuxAxiH,Sabxe
guj1,gujiz,BvAxiH,avyakwe_Sabxe
guT1,guTiz,curAxiH,veRtane
gud1,gudaz,wuxAxiH,prawiGAwe
gud1,gudaz,wuxAxiH,rakRaNe
gud2,gudiz,curAxiH,rakRaNe
gud2,gudiz,curAxiH,veRtane
guNa1,guNa,curAxiH,AmanwraNe
gux1,guxaz,BvAxiH,krIdAyAm
guX2,guXaz,kryAxiH,roRe
guX1,gqXuz,xivAxiH,pariveRtane
gunP1,gunPaz,wuxAxiH,granWe
gup2,gupaz,BvAxiH,kuwsAyAm
gup2,gupaz,BvAxiH,gopane
gup4,gupaz,curAxiH,BARArWe
gup3,gupaz,xivAxiH,vyAkulawve
gup5,gupUz,curAxiH,BAsArWe
gup1,gupUz,BvAxiH,rakRaNe
guP1,guPaz,wuxAxiH,granWe
gur1,gurIz,wuxAxiH,uxyamane
gurx1,gurxaz,BvAxiH,krIdAyAm
gurx2,gurxaz,curAxiH,nikewane
gurx2,gurxaz,curAxiH,pUrvanikewane
gurv1,gurvIz,BvAxiH,uxyamane
guh1,guhUz,BvAxiH,saMvaraNe
gU1,gU,wuxAxiH,purIRowsarge
gUr2,gUraz,curAxiH,uxyamane
gUr3,gUrIz,curAxiH,uxyamane
gUr1,gUrIz,xivAxiH,gawO
gUr1,gUrIz,xivAxiH,hiMsAyAm
gq3,gq,curAxiH,vijFAne
gq1,gq,BvAxiH,secane
gqj1,gqjaz,BvAxiH,Sabxe
gqj2,gqjiz,BvAxiH,Sabxe
gqX1,gqXuz,xivAxiH,aBikAfkRAyAm
gqha1,gqha,curAxiH,grahaNe
gqh1,gqhUz,BvAxiH,grahaNe
gQ1,gQ,wuxAxiH,nigaraNe
gQ3,gQ,curAxiH,vijFAne
gQ2,gQ,kryAxiH,Sabxe
gep1,gepqz,BvAxiH,kampane
gep1,gepqz,BvAxiH,xEnye
gev1,gevqz,BvAxiH,secane
geR1,geRqz,BvAxiH,anvicCAyAm
gE1,gE,BvAxiH,Sabxe
goma1,goma,curAxiH,upalepane
goRt1,goRtaz,BvAxiH,safGAwe
graW1,graWiz,BvAxiH,kOtilye
granW2,granWaz,curAxiH,banXane
granW1,granWaz,kryAxiH,sanxarBe
granW2,granWaz,curAxiH,sanxarBe
gras2,grasaz,curAxiH,grahaNe
gras1,grasuz,BvAxiH,axane
grah1,grahaz,kryAxiH,upAxAne
grAma1,grAma,curAxiH,AmanwraNe
gruc1,grucuz,BvAxiH,sweyakaraNe
glas1,glasuz,BvAxiH,axane
gluc1,glucuz,BvAxiH,sweyakaraNe
glunc1,gluncuz,BvAxiH,gawO
glUh1,glUhUz,BvAxiH,grahaNe
glep1,glepqz,BvAxiH,kampane
glep1,glepqz,BvAxiH,xEnye
glev1,glevqz,BvAxiH,secane
glev1,glevqz,BvAxiH,sevane
gleR1,gleRqz,BvAxiH,anvicCAyAm
glE1,glE,BvAxiH,harRakRaye
GagG1,GagGaz,BvAxiH,hasane
GaG1,GaGaz,BvAxiH,hasane
Gat1,Gataz,BvAxiH,ceRtAyAm
Gat2,Gataz,curAxiH,BARArWe
Gat2,Gataz,curAxiH,Bexane
Gat2,Gataz,curAxiH,safGAwe
Gat3,Gatiz,curAxiH,BARArWe
Gat3,Gatiz,curAxiH,BAsArWe
Gawt2,Gawtaz,curAxiH,calane
Gawt1,Gawtaz,BvAxiH,calane
Garb1,Garbaz,BvAxiH,gawO
Gas2,Gasiz,BvAxiH,karaNe
Gas1,GasLz,BvAxiH,axane
